OrderID,ProductID,UnitPrice,Quantity,Discount,LineTotalNoDiscount,LineTotal
10267,76,14.4,15,0.15,216.0,183.6
10268,29,99.0,10,0.0,990.0,990.0
10268,72,27.8,4,0.0,111.2,111.2
10269,33,2.0,60,0.05,120.0,114.0
10269,72,27.8,20,0.05,556.0,528.2
10270,36,15.2,30,0.0,456.0,456.0
10270,43,36.8,25,0.0,920.0,920.0
10271,33,2.0,24,0.0,48.0,48.0
10272,20,64.8,6,0.0,388.8,388.8
10272,31,10.0,40,0.0,400.0,400.0
10272,72,27.8,24,0.0,667.2,667.2
10273,10,24.8,24,0.05,595.2,565.44
10273,31,10.0,15,0.05,150.0,142.5
10273,33,2.0,20,0.0,40.0,40.0
10273,40,14.7,60,0.05,882.0,837.9
10273,76,14.4,33,0.05,475.2,451.44
10274,71,17.2,20,0.0,344.0,344.0
10274,72,27.8,7,0.0,194.6,194.6
10275,24,3.6,12,0.05,43.2,41.04
10275,59,44.0,6,0.05,264.0,250.8
10276,10,24.8,15,0.0,372.0,372.0
10276,13,4.8,10,0.0,48.0,48.0
10277,28,36.4,20,0.0,728.0,728.0
10277,62,39.4,12,0.0,472.8,472.8
10278,44,15.5,16,0.0,248.0,248.0
10278,59,44.0,15,0.0,660.0,660.0
10278,63,35.1,8,0.0,280.8,280.8
10278,73,12.0,25,0.0,300.0,300.0
10279,17,31.2,15,0.25,468.0,351.0
10280,24,3.6,12,0.0,43.2,43.2
10280,55,19.2,20,0.0,384.0,384.0
10280,75,6.2,30,0.0,186.0,186.0
10281,19,7.3,1,0.0,7.3,7.3
10281,24,3.6,6,0.0,21.6,21.6
10281,35,14.4,4,0.0,57.6,57.6
10282,30,20.7,6,0.0,124.2,124.2
10282,57,15.6,2,0.0,31.2,31.2
10283,15,12.4,20,0.0,248.0,248.0
10283,19,7.3,18,0.0,131.4,131.4
10283,60,27.2,35,0.0,952.0,952.0
10283,72,27.8,3,0.0,83.4,83.4
10284,27,35.1,15,0.25,526.5,394.875
10284,44,15.5,21,0.0,325.5,325.5
10284,60,27.2,20,0.25,544.0,408.0
10284,67,11.2,5,0.25,56.0,42.0
10285,1,14.4,45,0.2,648.0,518.4
10285,40,14.7,40,0.2,588.0,470.4
10285,53,26.2,36,0.2,943.2,754.56
10286,35,14.4,100,0.0,1440.0,1440.0
10286,62,39.4,40,0.0,1576.0,1576.0
10287,16,13.9,40,0.15,556.0,472.6
10287,34,11.2,20,0.0,224.0,224.0
10287,46,9.6,15,0.15,144.0,122.4
10288,54,5.9,10,0.1,59.0,53.1
10288,68,10.0,3,0.1,30.0,27.0
10289,3,8.0,30,0.0,240.0,240.0
10289,64,26.6,9,0.0,239.4,239.4
10290,5,17.0,20,0.0,340.0,340.0
10290,29,99.0,15,0.0,1485.0,1485.0
10290,49,16.0,15,0.0,240.0,240.0
10290,77,10.4,10,0.0,104.0,104.0
10291,13,4.8,20,0.1,96.0,86.4
10291,44,15.5,24,0.1,372.0,334.8
10291,51,42.4,2,0.1,84.8,76.32
10292,20,64.8,20,0.0,1296.0,1296.0
10293,18,50.0,12,0.0,600.0,600.0
10293,24,3.6,10,0.0,36.0,36.0
10293,63,35.1,5,0.0,175.5,175.5
10293,75,6.2,6,0.0,37.2,37.2
10294,1,14.4,18,0.0,259.2,259.2
10294,17,31.2,15,0.0,468.0,468.0
10294,43,36.8,15,0.0,552.0,552.0
10294,60,27.2,21,0.0,571.2,571.2
10294,75,6.2,6,0.0,37.2,37.2
10295,56,30.4,4,0.0,121.6,121.6
10296,11,16.8,12,0.0,201.6,201.6
10296,16,13.9,30,0.0,417.0,417.0
10296,69,28.8,15,0.0,432.0,432.0
10297,39,14.4,60,0.0,864.0,864.0
10297,72,27.8,20,0.0,556.0,556.0
10298,2,15.2,40,0.0,608.0,608.0
10298,36,15.2,40,0.25,608.0,456.0
10298,59,44.0,30,0.25,1320.0,990.0
10298,62,39.4,15,0.0,591.0,591.0
10299,19,7.3,15,0.0,109.5,109.5
10299,70,12.0,20,0.0,240.0,240.0
10300,66,13.6,30,0.0,408.0,408.0
10300,68,10.0,20,0.0,200.0,200.0
10301,40,14.7,10,0.0,147.0,147.0
10301,56,30.4,20,0.0,608.0,608.0
10302,17,31.2,40,0.0,1248.0,1248.0
10302,28,36.4,28,0.0,1019.2,1019.2
10302,43,36.8,12,0.0,441.6,441.6
10303,40,14.7,40,0.1,588.0,529.2
10303,65,16.8,30,0.1,504.0,453.6
10303,68,10.0,15,0.1,150.0,135.0
10304,49,16.0,30,0.0,480.0,480.0
10304,59,44.0,10,0.0,440.0,440.0
10304,71,17.2,2,0.0,34.4,34.4
10305,18,50.0,25,0.1,1250.0,1125.0
10305,29,99.0,25,0.1,2475.0,2227.5
10305,39,14.4,30,0.1,432.0,388.8
10306,30,20.7,10,0.0,207.0,207.0
10306,53,26.2,10,0.0,262.0,262.0
10306,54,5.9,5,0.0,29.5,29.5
10307,62,39.4,10,0.0,394.0,394.0
10307,68,10.0,3,0.0,30.0,30.0
10308,69,28.8,1,0.0,28.8,28.8
10308,70,12.0,5,0.0,60.0,60.0
10309,4,17.6,20,0.0,352.0,352.0
10309,6,20.0,30,0.0,600.0,600.0
10309,42,11.2,2,0.0,22.4,22.4
10309,43,36.8,20,0.0,736.0,736.0
10309,71,17.2,3,0.0,51.6,51.6
10310,16,13.9,10,0.0,139.0,139.0
10310,62,39.4,5,0.0,197.0,197.0
10311,42,11.2,6,0.0,67.2,67.2
10311,69,28.8,7,0.0,201.6,201.6
10312,28,36.4,4,0.0,145.6,145.6
10312,43,36.8,24,0.0,883.2,883.2
10312,53,26.2,20,0.0,524.0,524.0
10312,75,6.2,10,0.0,62.0,62.0
10313,36,15.2,12,0.0,182.4,182.4
10314,32,25.6,40,0.1,1024.0,921.6
10314,58,10.6,30,0.1,318.0,286.2
10314,62,39.4,25,0.1,985.0,886.5
10315,34,11.2,14,0.0,156.8,156.8
10315,70,12.0,30,0.0,360.0,360.0
10316,41,7.7,10,0.0,77.0,77.0
10316,62,39.4,70,0.0,2758.0,2758.0
10317,1,14.4,20,0.0,288.0,288.0
10318,41,7.7,20,0.0,154.0,154.0
10318,76,14.4,6,0.0,86.4,86.4
10319,17,31.2,8,0.0,249.6,249.6
10319,28,36.4,14,0.0,509.6,509.6
10319,76,14.4,30,0.0,432.0,432.0
10320,71,17.2,30,0.0,516.0,516.0
10321,35,14.4,10,0.0,144.0,144.0
10322,52,5.6,20,0.0,112.0,112.0
10323,15,12.4,5,0.0,62.0,62.0
10323,25,11.2,4,0.0,44.8,44.8
10323,39,14.4,4,0.0,57.6,57.6
10324,16,13.9,21,0.15,291.9,248.115
10324,35,14.4,70,0.15,1008.0,856.8
10324,46,9.6,30,0.0,288.0,288.0
10324,59,44.0,40,0.15,1760.0,1496.0
10324,63,35.1,80,0.15,2808.0,2386.8
10325,6,20.0,6,0.0,120.0,120.0
10325,13,4.8,12,0.0,57.6,57.6
10325,14,18.6,9,0.0,167.4,167.4
10325,31,10.0,4,0.0,40.0,40.0
10325,72,27.8,40,0.0,1112.0,1112.0
10326,4,17.6,24,0.0,422.4,422.4
10326,57,15.6,16,0.0,249.6,249.6
10326,75,6.2,50,0.0,310.0,310.0
10327,2,15.2,25,0.2,380.0,304.0
10327,11,16.8,50,0.2,840.0,672.0
10327,30,20.7,35,0.2,724.5,579.6
10327,58,10.6,30,0.2,318.0,254.4
10328,59,44.0,9,0.0,396.0,396.0
10328,65,16.8,40,0.0,672.0,672.0
10328,68,10.0,10,0.0,100.0,100.0
10329,19,7.3,10,0.05,73.0,69.35
10329,30,20.7,8,0.05,165.6,157.32
10329,38,210.8,20,0.05,4216.0,4005.2
10329,56,30.4,12,0.05,364.8,346.56
10330,26,24.9,50,0.15,1245.0,1058.25
10330,72,27.8,25,0.15,695.0,590.75
10331,54,5.9,15,0.0,88.5,88.5
10332,18,50.0,40,0.2,2000.0,1600.0
10332,42,11.2,10,0.2,112.0,89.6
10332,47,7.6,16,0.2,121.6,97.28
10333,14,18.6,10,0.0,186.0,186.0
10333,21,8.0,10,0.1,80.0,72.0
10333,71,17.2,40,0.1,688.0,619.2
10334,52,5.6,8,0.0,44.8,44.8
10334,68,10.0,10,0.0,100.0,100.0
10335,2,15.2,7,0.2,106.4,85.12
10335,31,10.0,25,0.2,250.0,200.0
10335,32,25.6,6,0.2,153.6,122.88
10335,51,42.4,48,0.2,2035.2,1628.16
10336,4,17.6,18,0.1,316.8,285.12
10337,23,7.2,40,0.0,288.0,288.0
10337,26,24.9,24,0.0,597.6,597.6
10337,36,15.2,20,0.0,304.0,304.0
10337,37,20.8,28,0.0,582.4,582.4
10337,72,27.8,25,0.0,695.0,695.0
10338,17,31.2,20,0.0,624.0,624.0
10338,30,20.7,15,0.0,310.5,310.5
10339,4,17.6,10,0.0,176.0,176.0
10339,17,31.2,70,0.05,2184.0,2074.8
10339,62,39.4,28,0.0,1103.2,1103.2
10340,18,50.0,20,0.05,1000.0,950.0
10340,41,7.7,12,0.05,92.4,87.78
10340,43,36.8,40,0.05,1472.0,1398.4
10341,33,2.0,8,0.0,16.0,16.0
10341,59,44.0,9,0.15,396.0,336.6
10342,2,15.2,24,0.2,364.8,291.84
10342,31,10.0,56,0.2,560.0,448.0
10342,36,15.2,40,0.2,608.0,486.4
10342,55,19.2,40,0.2,768.0,614.4
10343,64,26.6,50,0.0,1330.0,1330.0
10343,68,10.0,4,0.05,40.0,38.0
10343,76,14.4,15,0.0,216.0,216.0
10344,4,17.6,35,0.0,616.0,616.0
10344,8,32.0,70,0.25,2240.0,1680.0
10345,8,32.0,70,0.0,2240.0,2240.0
10345,19,7.3,80,0.0,584.0,584.0
10345,42,11.2,9,0.0,100.8,100.8
10346,17,31.2,36,0.1,1123.2,1010.88
10346,56,30.4,20,0.0,608.0,608.0
10347,25,11.2,10,0.0,112.0,112.0
10347,39,14.4,50,0.15,720.0,612.0
10347,40,14.7,4,0.0,58.8,58.8
10347,75,6.2,6,0.15,37.2,31.62
10348,1,14.4,15,0.15,216.0,183.6
10348,23,7.2,25,0.0,180.0,180.0
10349,54,5.9,24,0.0,141.6,141.6
10350,50,13.0,15,0.1,195.0,175.5
10350,69,28.8,18,0.1,518.4,466.56
10351,38,210.8,20,0.05,4216.0,4005.2
10351,41,7.7,13,0.0,100.1,100.1
10351,44,15.5,77,0.05,1193.5,1133.825
10351,65,16.8,10,0.05,168.0,159.6
10352,24,3.6,10,0.0,36.0,36.0
10352,54,5.9,20,0.15,118.0,100.3
10353,11,16.8,12,0.2,201.6,161.28
10353,38,210.8,50,0.2,10540.0,8432.0
10354,1,14.4,12,0.0,172.8,172.8
10354,29,99.0,4,0.0,396.0,396.0
10355,24,3.6,25,0.0,90.0,90.0
10355,57,15.6,25,0.0,390.0,390.0
10356,31,10.0,30,0.0,300.0,300.0
10356,55,19.2,12,0.0,230.4,230.4
10356,69,28.8,20,0.0,576.0,576.0
10357,10,24.8,30,0.2,744.0,595.2
10357,26,24.9,16,0.0,398.4,398.4
10357,60,27.2,8,0.2,217.6,174.08
10358,24,3.6,10,0.05,36.0,34.2
10358,34,11.2,10,0.05,112.0,106.4
10358,36,15.2,20,0.05,304.0,288.8
10359,16,13.9,56,0.05,778.4,739.48
10359,31,10.0,70,0.05,700.0,665.0
10359,60,27.2,80,0.05,2176.0,2067.2
10360,28,36.4,30,0.0,1092.0,1092.0
10360,29,99.0,35,0.0,3465.0,3465.0
10360,38,210.8,10,0.0,2108.0,2108.0
10360,49,16.0,35,0.0,560.0,560.0
10360,54,5.9,28,0.0,165.2,165.2
10361,39,14.4,54,0.1,777.6,699.84
10361,60,27.2,55,0.1,1496.0,1346.4
10362,25,11.2,50,0.0,560.0,560.0
10362,51,42.4,20,0.0,848.0,848.0
10362,54,5.9,24,0.0,141.6,141.6
10363,31,10.0,20,0.0,200.0,200.0
10363,75,6.2,12,0.0,74.4,74.4
10363,76,14.4,12,0.0,172.8,172.8
10364,69,28.8,30,0.0,864.0,864.0
10364,71,17.2,5,0.0,86.0,86.0
10365,11,16.8,24,0.0,403.2,403.2
10366,65,16.8,5,0.0,84.0,84.0
10366,77,10.4,5,0.0,52.0,52.0
10367,34,11.2,36,0.0,403.2,403.2
10367,54,5.9,18,0.0,106.2,106.2
10367,65,16.8,15,0.0,252.0,252.0
10367,77,10.4,7,0.0,72.8,72.8
10368,21,8.0,5,0.1,40.0,36.0
10368,28,36.4,13,0.1,473.2,425.88
10368,57,15.6,25,0.0,390.0,390.0
10368,64,26.6,35,0.1,931.0,837.9
10369,29,99.0,20,0.0,1980.0,1980.0
10369,56,30.4,18,0.25,547.2,410.4
10370,1,14.4,15,0.15,216.0,183.6
10370,64,26.6,30,0.0,798.0,798.0
10370,74,8.0,20,0.15,160.0,136.0
10371,36,15.2,6,0.2,91.2,72.96
10372,20,64.8,12,0.25,777.6,583.2
10372,38,210.8,40,0.25,8432.0,6324.0
10372,60,27.2,70,0.25,1904.0,1428.0
10372,72,27.8,42,0.25,1167.6,875.7
10373,58,10.6,80,0.2,848.0,678.4
10373,71,17.2,50,0.2,860.0,688.0
10374,31,10.0,30,0.0,300.0,300.0
10374,58,10.6,15,0.0,159.0,159.0
10375,14,18.6,15,0.0,279.0,279.0
10375,54,5.9,10,0.0,59.0,59.0
10376,31,10.0,42,0.05,420.0,399.0
10377,28,36.4,20,0.15,728.0,618.8
10377,39,14.4,20,0.15,288.0,244.8
10378,71,17.2,6,0.0,103.2,103.2
10379,41,7.7,8,0.1,61.6,55.44
10379,63,35.1,16,0.1,561.6,505.44
10379,65,16.8,20,0.1,336.0,302.4
10380,30,20.7,18,0.1,372.6,335.34
10380,53,26.2,20,0.1,524.0,471.6
10380,60,27.2,6,0.1,163.2,146.88
10380,70,12.0,30,0.0,360.0,360.0
10381,74,8.0,14,0.0,112.0,112.0
10382,5,17.0,32,0.0,544.0,544.0
10382,18,50.0,9,0.0,450.0,450.0
10382,29,99.0,14,0.0,1386.0,1386.0
10382,33,2.0,60,0.0,120.0,120.0
10382,74,8.0,50,0.0,400.0,400.0
10383,13,4.8,20,0.0,96.0,96.0
10383,50,13.0,15,0.0,195.0,195.0
10383,56,30.4,20,0.0,608.0,608.0
10384,20,64.8,28,0.0,1814.4,1814.4
10384,60,27.2,15,0.0,408.0,408.0
10385,7,24.0,10,0.2,240.0,192.0
10385,60,27.2,20,0.2,544.0,435.2
10385,68,10.0,8,0.2,80.0,64.0
10386,24,3.6,15,0.0,54.0,54.0
10386,34,11.2,10,0.0,112.0,112.0
10387,24,3.6,15,0.0,54.0,54.0
10387,28,36.4,6,0.0,218.4,218.4
10387,59,44.0,12,0.0,528.0,528.0
10387,71,17.2,15,0.0,258.0,258.0
10388,45,7.6,15,0.2,114.0,91.2
10388,52,5.6,20,0.2,112.0,89.6
10388,53,26.2,40,0.0,1048.0,1048.0
10389,10,24.8,16,0.0,396.8,396.8
10389,55,19.2,15,0.0,288.0,288.0
10389,62,39.4,20,0.0,788.0,788.0
10389,70,12.0,30,0.0,360.0,360.0
10390,31,10.0,60,0.1,600.0,540.0
10390,35,14.4,40,0.1,576.0,518.4
10390,46,9.6,45,0.0,432.0,432.0
10390,72,27.8,24,0.1,667.2,600.48
10391,13,4.8,18,0.0,86.4,86.4
10392,69,28.8,50,0.0,1440.0,1440.0
10393,2,15.2,25,0.25,380.0,285.0
10393,14,18.6,42,0.25,781.2,585.9
10393,25,11.2,7,0.25,78.4,58.8
10393,26,24.9,70,0.25,1743.0,1307.25
10393,31,10.0,32,0.0,320.0,320.0
10394,13,4.8,10,0.0,48.0,48.0
10394,62,39.4,10,0.0,394.0,394.0
10395,46,9.6,28,0.1,268.8,241.92
10395,53,26.2,70,0.1,1834.0,1650.6
10395,69,28.8,8,0.0,230.4,230.4
10396,23,7.2,40,0.0,288.0,288.0
10396,71,17.2,60,0.0,1032.0,1032.0
10396,72,27.8,21,0.0,583.8,583.8
10397,21,8.0,10,0.15,80.0,68.0
10397,51,42.4,18,0.15,763.2,648.72
10398,35,14.4,30,0.0,432.0,432.0
10398,55,19.2,120,0.1,2304.0,2073.6
10399,68,10.0,60,0.0,600.0,600.0
10399,71,17.2,30,0.0,516.0,516.0
10399,76,14.4,35,0.0,504.0,504.0
10399,77,10.4,14,0.0,145.6,145.6
10400,29,99.0,21,0.0,2079.0,2079.0
10400,35,14.4,35,0.0,504.0,504.0
10400,49,16.0,30,0.0,480.0,480.0
10401,30,20.7,18,0.0,372.6,372.6
10401,56,30.4,70,0.0,2128.0,2128.0
10401,65,16.8,20,0.0,336.0,336.0
10401,71,17.2,60,0.0,1032.0,1032.0
10402,23,7.2,60,0.0,432.0,432.0
10402,63,35.1,65,0.0,2281.5,2281.5
10403,16,13.9,21,0.15,291.9,248.115
10403,48,10.2,70,0.15,714.0,606.9
10404,26,24.9,30,0.05,747.0,709.65
10404,42,11.2,40,0.05,448.0,425.6
10404,49,16.0,30,0.05,480.0,456.0
10405,3,8.0,50,0.0,400.0,400.0
10406,1,14.4,10,0.0,144.0,144.0
10406,21,8.0,30,0.1,240.0,216.0
10406,28,36.4,42,0.1,1528.8,1375.92
10406,36,15.2,5,0.1,76.0,68.4
10406,40,14.7,2,0.1,29.4,26.46
10407,11,16.8,30,0.0,504.0,504.0
10407,69,28.8,15,0.0,432.0,432.0
10407,71,17.2,15,0.0,258.0,258.0
10408,37,20.8,10,0.0,208.0,208.0
10408,54,5.9,6,0.0,35.4,35.4
10408,62,39.4,35,0.0,1379.0,1379.0
10409,14,18.6,12,0.0,223.2,223.2
10409,21,8.0,12,0.0,96.0,96.0
10410,33,2.0,49,0.0,98.0,98.0
10410,59,44.0,16,0.0,704.0,704.0
10411,41,7.7,25,0.2,192.5,154.0
10411,44,15.5,40,0.2,620.0,496.0
10411,59,44.0,9,0.2,396.0,316.8
10412,14,18.6,20,0.1,372.0,334.8
10413,1,14.4,24,0.0,345.6,345.6
10413,62,39.4,40,0.0,1576.0,1576.0
10413,76,14.4,14,0.0,201.6,201.6
10414,19,7.3,18,0.05,131.4,124.83
10414,33,2.0,50,0.0,100.0,100.0
10415,17,31.2,2,0.0,62.4,62.4
10415,33,2.0,20,0.0,40.0,40.0
10416,19,7.3,20,0.0,146.0,146.0
10416,53,26.2,10,0.0,262.0,262.0
10416,57,15.6,20,0.0,312.0,312.0
10417,38,210.8,50,0.0,10540.0,10540.0
10417,46,9.6,2,0.25,19.2,14.4
10417,68,10.0,36,0.25,360.0,270.0
10417,77,10.4,35,0.0,364.0,364.0
10418,2,15.2,60,0.0,912.0,912.0
10418,47,7.6,55,0.0,418.0,418.0
10418,61,22.8,16,0.0,364.8,364.8
10418,74,8.0,15,0.0,120.0,120.0
10419,60,27.2,60,0.05,1632.0,1550.4
10419,69,28.8,20,0.05,576.0,547.2
10420,9,77.6,20,0.1,1552.0,1396.8
10420,13,4.8,2,0.1,9.6,8.64
10420,70,12.0,8,0.1,96.0,86.4
10420,73,12.0,20,0.1,240.0,216.0
10421,19,7.3,4,0.15,29.2,24.82
10421,26,24.9,30,0.0,747.0,747.0
10421,53,26.2,15,0.15,393.0,334.05
10421,77,10.4,10,0.15,104.0,88.4
10422,26,24.9,2,0.0,49.8,49.8
10423,31,10.0,14,0.0,140.0,140.0
10423,59,44.0,20,0.0,880.0,880.0
10424,35,14.4,60,0.2,864.0,691.2
10424,38,210.8,49,0.2,10329.2,8263.36
10424,68,10.0,30,0.2,300.0,240.0
10425,55,19.2,10,0.25,192.0,144.0
10425,76,14.4,20,0.25,288.0,216.0
10426,56,30.4,5,0.0,152.0,152.0
10426,64,26.6,7,0.0,186.2,186.2
10427,14,18.6,35,0.0,651.0,651.0
10428,46,9.6,20,0.0,192.0,192.0
10429,50,13.0,40,0.0,520.0,520.0
10429,63,35.1,35,0.25,1228.5,921.375
10430,17,31.2,45,0.2,1404.0,1123.2
10430,21,8.0,50,0.0,400.0,400.0
10430,56,30.4,30,0.0,912.0,912.0
10430,59,44.0,70,0.2,3080.0,2464.0
10431,17,31.2,50,0.25,1560.0,1170.0
10431,40,14.7,50,0.25,735.0,551.25
10431,47,7.6,30,0.25,228.0,171.0
10432,26,24.9,10,0.0,249.0,249.0
10432,54,5.9,40,0.0,236.0,236.0
10433,56,30.4,28,0.0,851.2,851.2
10434,11,16.8,6,0.0,100.8,100.8
10434,76,14.4,18,0.15,259.2,220.32
10435,2,15.2,10,0.0,152.0,152.0
10435,22,16.8,12,0.0,201.6,201.6
10435,72,27.8,10,0.0,278.0,278.0
10436,46,9.6,5,0.0,48.0,48.0
10436,56,30.4,40,0.1,1216.0,1094.4
10436,64,26.6,30,0.1,798.0,718.2
10436,75,6.2,24,0.1,148.8,133.92
10437,53,26.2,15,0.0,393.0,393.0
10438,19,7.3,15,0.2,109.5,87.6
10438,34,11.2,20,0.2,224.0,179.2
10438,57,15.6,15,0.2,234.0,187.2
10439,12,30.4,15,0.0,456.0,456.0
10439,16,13.9,16,0.0,222.4,222.4
10439,64,26.6,6,0.0,159.6,159.6
10439,74,8.0,30,0.0,240.0,240.0
10440,2,15.2,45,0.15,684.0,581.4
10440,16,13.9,49,0.15,681.1,578.935
10440,29,99.0,24,0.15,2376.0,2019.6
10440,61,22.8,90,0.15,2052.0,1744.2
10441,27,35.1,50,0.0,1755.0,1755.0
10442,11,16.8,30,0.0,504.0,504.0
10442,54,5.9,80,0.0,472.0,472.0
10442,66,13.6,60,0.0,816.0,816.0
10443,11,16.8,6,0.2,100.8,80.64
10443,28,36.4,12,0.0,436.8,436.8
10444,17,31.2,10,0.0,312.0,312.0
10444,26,24.9,15,0.0,373.5,373.5
10444,35,14.4,8,0.0,115.2,115.2
10444,41,7.7,30,0.0,231.0,231.0
10445,39,14.4,6,0.0,86.4,86.4
10445,54,5.9,15,0.0,88.5,88.5
10446,19,7.3,12,0.1,87.6,78.84
10446,24,3.6,20,0.1,72.0,64.8
10446,31,10.0,3,0.1,30.0,27.0
10446,52,5.6,15,0.1,84.0,75.6
10447,19,7.3,40,0.0,292.0,292.0
10447,65,16.8,35,0.0,588.0,588.0
10447,71,17.2,2,0.0,34.4,34.4
10448,26,24.9,6,0.0,149.4,149.4
10448,40,14.7,20,0.0,294.0,294.0
10449,10,24.8,14,0.0,347.2,347.2
10449,52,5.6,20,0.0,112.0,112.0
10449,62,39.4,35,0.0,1379.0,1379.0
10450,10,24.8,20,0.2,496.0,396.8
10450,54,5.9,6,0.2,35.4,28.32
10451,55,19.2,120,0.1,2304.0,2073.6
10451,64,26.6,35,0.1,931.0,837.9
10451,65,16.8,28,0.1,470.4,423.36
10451,77,10.4,55,0.1,572.0,514.8
10452,28,36.4,15,0.0,546.0,546.0
10452,44,15.5,100,0.05,1550.0,1472.5
10453,48,10.2,15,0.1,153.0,137.7
10453,70,12.0,25,0.1,300.0,270.0
10454,16,13.9,20,0.2,278.0,222.4
10454,33,2.0,20,0.2,40.0,32.0
10454,46,9.6,10,0.2,96.0,76.8
10455,39,14.4,20,0.0,288.0,288.0
10455,53,26.2,50,0.0,1310.0,1310.0
10455,61,22.8,25,0.0,570.0,570.0
10455,71,17.2,30,0.0,516.0,516.0
10456,21,8.0,40,0.15,320.0,272.0
10456,49,16.0,21,0.15,336.0,285.6
10457,59,44.0,36,0.0,1584.0,1584.0
10458,26,24.9,30,0.0,747.0,747.0
10458,28,36.4,30,0.0,1092.0,1092.0
10458,43,36.8,20,0.0,736.0,736.0
10458,56,30.4,15,0.0,456.0,456.0
10458,71,17.2,50,0.0,860.0,860.0
10459,7,24.0,16,0.05,384.0,364.8
10459,46,9.6,20,0.05,192.0,182.4
10459,72,27.8,40,0.0,1112.0,1112.0
10460,68,10.0,21,0.25,210.0,157.5
10460,75,6.2,4,0.25,24.8,18.6
10461,21,8.0,40,0.25,320.0,240.0
10461,30,20.7,28,0.25,579.6,434.7
10461,55,19.2,60,0.25,1152.0,864.0
10462,13,4.8,1,0.0,4.8,4.8
10462,23,7.2,21,0.0,151.2,151.2
10463,19,7.3,21,0.0,153.3,153.3
10463,42,11.2,50,0.0,560.0,560.0
10464,4,17.6,16,0.2,281.6,225.28
10464,43,36.8,3,0.0,110.4,110.4
10464,56,30.4,30,0.2,912.0,729.6
10464,60,27.2,20,0.0,544.0,544.0
10465,24,3.6,25,0.0,90.0,90.0
10465,29,99.0,18,0.1,1782.0,1603.8
10465,40,14.7,20,0.0,294.0,294.0
10465,45,7.6,30,0.1,228.0,205.2
10465,50,13.0,25,0.0,325.0,325.0
10466,11,16.8,10,0.0,168.0,168.0
10466,46,9.6,5,0.0,48.0,48.0
10467,24,3.6,28,0.0,100.8,100.8
10467,25,11.2,12,0.0,134.4,134.4
10468,30,20.7,8,0.0,165.6,165.6
10468,43,36.8,15,0.0,552.0,552.0
10469,2,15.2,40,0.15,608.0,516.8
10469,16,13.9,35,0.15,486.5,413.525
10469,44,15.5,2,0.15,31.0,26.35
10470,18,50.0,30,0.0,1500.0,1500.0
10470,23,7.2,15,0.0,108.0,108.0
10470,64,26.6,8,0.0,212.8,212.8
10471,7,24.0,30,0.0,720.0,720.0
10471,56,30.4,20,0.0,608.0,608.0
10472,24,3.6,80,0.05,288.0,273.6
